Brand,Model,Category,Display,CPU,RAM,Storage,GPU,OS,Weight,Price,Link
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,32 Go,512 Go,Apple,MacOS,1.55 kg,CHF 2005.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-32-go-512-go-ch-ordinateur-portable-52938890
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,24 Go,1000 Go,Apple,MacOS,1.51 kg,CHF 1849.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-24-go-1000-go-ch-ordinateur-portable-55777812
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 1149.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-ch-ordinateur-portable-55767766
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.51 kg,CHF 1649.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-1000-go-ch-ordinateur-portable-55777497
ASUS,ASUS VivoBook S 14 Flip OLED,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core i7-12700H,16 Go,1000 Go,Intel Iris Graphics,Windows,1.50 kg,CHF 811.81,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-14-flip-oled-14-intel-core-i7-12700h-16-go-1000-go-ch-ordinateur-portable-22726130?shid=1919274
ASUS,ASUS Ux303ua-R4005t,Ordinateur portable,"13.30"" 1920 x 1080 pixels",Intel Core i5 6200U,8 Go,256 Go,,Windows,1.45 kg,CHF 803.25,https://www.digitec.ch/fr/s1/product/asus-ux303ua-r4005t-1330-intel-core-i5-6200u-8-go-256-go-ordinateur-portable-5618167?shid=794623
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Athlon Silver 7120U,8 Go,256 Go,AMD Radeon,FreeDOS,1.65 kg,CHF 285.40,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-1560-amd-athlon-silver-7120u-8-go-25600-go-de-ordinateur-portable-46053074
ASUS,ASUS M5506NA-MA006W,Ordinateur portable,"15.59"" 2880 x 1620 pixels",AMD Ryzen 5 7535H,16 Go,1000 Go,AMD Radeon,Windows,1.50 kg,CHF 790.83,https://www.digitec.ch/fr/s1/product/asus-m5506na-ma006w-1559-amd-ryzen-5-7535h-16-go-1000-go-pave-numerique-ordinateur-portable-52318517?shid=1820789
ASUS,ASUS Vivobook S 16 Flip OLED,Ordinateur portable,"16"" 3200 x 2000 pixels",Intel Core i5-12500H,16 Go,512 Go,,Windows,1.90 kg,CHF 754.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-16-flip-oled-16-intel-core-i5-12500h-16-go-512-go-ch-ordinateur-portable-24863783
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 979.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-256-go-ch-ordinateur-portable-52520067
ASUS,ASUS TUF Gaming A15 RTX 4050,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 7735HS,16 Go,512 Go,nVidia GeForce,Windows,2.22 kg,CHF 721.64,https://www.digitec.ch/fr/s1/product/asus-tuf-gaming-a15-rtx-4050-1560-amd-ryzen-7-7735hs-16-go-512-go-ch-ordinateur-portable-24504159?shid=1931968
ASUS,ASUS ExpertBook B1400,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core i5-1135G7,8 Go,512 Go,Intel UHD Graphics,Windows,1.45 kg,CHF 711.69,https://www.digitec.ch/fr/s1/product/asus-expertbook-b1400-14-intel-core-i5-1135g7-8-go-512-go-ch-ordinateur-portable-15436982?shid=1854473
Lenovo,Lenovo ThinkPad P1 Gen 7,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 185H,64 Go,1000 Go,Intel Arc Graphics,Windows,1.82 kg,CHF 3199.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p1-gen-7-16-intel-core-ultra-9-185h-64-go-1000-go-ch-ordinateur-portable-47206329
Lenovo,Lenovo ThinkPad P1 Gen 7,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 7 165H,64 Go,1000 Go,Intel Arc Graphics,Windows,1.82 kg,CHF 3149.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p1-gen-7-16-intel-core-ultra-7-165h-64-go-1000-go-ch-ordinateur-portable-46143256
Lenovo,Lenovo ThinkPad T14 Gen 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel UHD Graphics,Windows,1.38 kg,CHF 1347.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t14-gen-5-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-46144660
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.09 kg,CHF 2349.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-carbon-gen-12-14-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-46332718
Lenovo,Lenovo ThinkPad P16s Gen 3,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.82 kg,CHF 1980.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p16s-gen-3-16-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-46144162
Dell,Dell XPS 9350,Ordinateur portable,"13.40"" 1920 x 1200 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.19 kg,CHF 1855.–,https://www.digitec.ch/fr/s1/product/dell-xps-9350-1340-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-54322872
Dell,Dell Latitude 9450 2-in-1,Ordinateur portable,"14"" 2560 x 1600 pixels",Intel Core Ultra 7 165U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.54 kg,CHF 2061.–,https://www.digitec.ch/fr/s1/product/dell-latitude-9450-2-in-1-14-intel-core-ultra-7-165u-32-go-1000-go-ch-ordinateur-portable-45948305
Samsung,Samsung Galaxy Book5 Pro,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,512 Go,Intel Arc Graphics,Windows,1.23 kg,CHF 1758.–,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book5-pro-14-intel-core-ultra-7-258v-32-go-512-go-de-ordinateur-portable-54194008
Apple,Apple MacBook Air – 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1162.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-512-go-de-ordinateur-portable-55650360
Microsoft,Microsoft Surface Laptop Studio 2 for business,Ordinateur portable,"14.40"" 2400 x 1600 pixels",Intel Core i7-13800H,16 Go,512 Go,Intel Iris Graphics,Windows,2 kg,CHF 2040.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-studio-2-for-business-1440-intel-core-i7-13800h-16-go-512-go-ch-ordinateur--38744691
Microsoft,Microsoft Surface Laptop Studio 2 for business,Ordinateur portable,"14.40"" 2400 x 1600 pixels",Intel Core i7-13800H,16 Go,512 Go,Intel Iris Graphics,Windows,1.89 kg,CHF 1805.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-studio-2-for-business-1440-intel-core-i7-13800h-16-go-512-go-ch-ordinateur--38744678
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"15"" 2496 x 1664 pixels",Snapdragon X Elite X1E-80-100,16 Go,1000 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 1525.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-15-snapdragon-x-elite-x1e-80-100-16-go-1000-go-ch-ordi-45452059
Microsoft,Microsoft Surface Laptop Studio 2,Ordinateur portable,"14.40"" 2400 x 1600 pixels",Intel Core i7-13700H,32 Go,1000 Go,nVidia GeForce,Windows,2 kg,CHF 2438.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-studio-2-1440-intel-core-i7-13700h-32-go-1000-go-ch-ordinateur-portable-37652815
ASUS,ASUS ExpertBook B15,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1335U,16 Go,512 Go,,Windows,1.69 kg,CHF 635.75,https://www.digitec.ch/fr/s1/product/asus-expertbook-b15-1560-intel-core-i5-1335u-16-go-512-go-ch-ordinateur-portable-42907008?shid=1870048
ASUS,ASUS Vivobook 16,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 7 5825U,16 Go,1000 Go,AMD Radeon,Windows,1.88 kg,CHF 611.14,https://www.digitec.ch/fr/s1/product/asus-vivobook-16-16-amd-ryzen-7-5825u-16-go-1000-go-ch-ordinateur-portable-39243449?shid=1877198
Microsoft,Microsoft Surface Laptop 4 for business,Ordinateur portable,"13.50"" 2256 x 1504 pixels",Intel Core i5-1145G7,8 Go,512 Go,Intel Iris Graphics,Windows,1.27 kg,CHF 638.34,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-4-for-business-1350-intel-core-i5-1145g7-8-go-512-go-de-ordinateur-portable-15824747
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i3-1315U,8 Go,512 Go,Intel UHD Graphics,Windows,1.65 kg,CHF 419.–,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-1560-intel-core-i3-1315u-8-go-512-go-ch-ordinateur-portable-36345195
Microsoft,Microsoft Surface Laptop Go 3,Ordinateur portable,"12.45"" 1536 x 1024 pixels",Intel Core i5-1235U,16 Go,256 Go,Iris Xe Graphics,Windows,1.13 kg,CHF 935.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-go-3-1245-intel-core-i5-1235u-16-go-256-go-ch-ordinateur-portable-37652808
Lenovo,Lenovo ThinkPad E14 Gen 6,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,16 Go,1000 Go,Intel Arc Graphics,Windows,1.44 kg,CHF 1109.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e14-gen-6-14-intel-core-ultra-7-155h-16-go-1000-go-ch-ordinateur-portable-44743999
Lenovo,Lenovo ThinkPad L16 Gen 1,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.77 kg,CHF 1309.95,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-l16-gen-1-16-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-45414322
Dell,Dell Latitude 5540,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1345U,16 Go,512 Go,Intel Iris Graphics,Windows,1.61 kg,CHF 826.78,https://www.digitec.ch/fr/s1/product/dell-latitude-5540-1560-intel-core-i5-1345u-16-go-512-go-de-ordinateur-portable-32915609?shid=1718291
ASUS,ASUS ROG Zephyrus G16 RTX 4060,Ordinateur portable,"16"" 2560 x 1600 pixels",AMD Ryzen AI 9 HX 370,16 Go,1000 Go,AMD Radeon,Windows,1.85 kg,CHF 1736.91,https://www.digitec.ch/fr/s1/product/asus-rog-zephyrus-g16-rtx-4060-16-amd-ryzen-ai-9-hx-370-16-go-1000-go-de-ordinateur-portable-47248799
HP,HP ProBook 440 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.40 kg,CHF 1317.–,https://www.digitec.ch/fr/s1/product/hp-probook-440-g11-14-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-47109053
HP,HP EliteBook 840 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.41 kg,CHF 1323.95,https://www.digitec.ch/fr/s1/product/hp-elitebook-840-g11-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-44726185
Lenovo,Lenovo ThinkPad E14 Gen 6,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.44 kg,CHF 1125.74,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e14-gen-6-14-intel-core-ultra-7-155h-32-go-1000-go-de-ordinateur-portable-44743671
Lenovo,Lenovo ThinkPad T14s Gen 4,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i7-1355U,16 Go,512 Go,Intel Iris Graphics,Windows,1.25 kg,CHF 1299.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t14s-gen-4-14-intel-core-i7-1355u-16-go-512-go-ch-ordinateur-portable-32989445
ASUS,ASUS TUF Gaming F17,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i7-13620H,16 Go,1000 Go,nVidia GeForce,Sans système d'exploitation,2.60 kg,CHF 1230.23,https://www.digitec.ch/fr/s1/product/asus-tuf-gaming-f17-1730-intel-core-i7-13620h-16-go-1000-go-de-ordinateur-portable-44827984
Dell,Dell Latitude 7450,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,1000 Go,Intel UHD Graphics,Windows,1.33 kg,CHF 1339.–,https://www.digitec.ch/fr/s1/product/dell-latitude-7450-14-intel-core-ultra-7-155u-16-go-1000-go-ch-ordinateur-portable-45948284
Acer,Acer Swift Go 16 Pro,Ordinateur portable,"16"" 3200 x 2000 pixels",Intel Core i7-13620H,32 Go,1000 Go,Intel UHD Graphics,Windows,1.60 kg,CHF 899.–,https://www.digitec.ch/fr/s1/product/acer-swift-go-16-pro-16-intel-core-i7-13620h-32-go-1000-go-ch-ordinateur-portable-43695820
HP,HP EliteBook Ultra G1i,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32.77 Go,512 Go,Intel Arc Graphics,Windows,1.19 kg,CHF 2073.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-ultra-g1i-14-intel-core-ultra-7-258v-3277-go-512-go-ch-ordinateur-portable-54309027
HP,HP Ordinateur portable OMEN 17-db0648nz,Ordinateur portable,"17.30"" 2560 x 1440 pixels",AMD Ryzen 7 8845HS,32 Go,1000 Go,AMD Radeon,Windows,2.95 kg,CHF 1811.–,https://www.digitec.ch/fr/s1/product/hp-ordinateur-portable-omen-17-db0648nz-1730-amd-ryzen-7-8845hs-32-go-1000-go-ch-ordinateur-portable-53678911
HP,"HP EliteBook 1040 14 inch G11 Notebook PC, Intel Core Ultra 7, 35,6 cm , 1920 x 1200 pixel",Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,16 Go,512 Go,Intel Arc Graphics,Windows,1.18 kg,CHF 1349.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-1040-14-inch-g11-notebook-pc-intel-core-ultra-7-356-cm-14-1920-x-1200-pixel-14-intel-co-45127341
HP,HP Elite x360 1040 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 125H,16 Go,512 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1491.–,https://www.digitec.ch/fr/s1/product/hp-elite-x360-1040-g11-14-intel-core-ultra-5-125h-16-go-512-go-ch-ordinateur-portable-45127224
HP,HP Elite Dragonfly G4,Ordinateur portable,"13.50"" 1920 x 1280 pixels",Intel Core i7-1355U,32 Go,1000 Go,Intel Iris Pro Graphics,Windows,0.99 kg,CHF 1885.–,https://www.digitec.ch/fr/s1/product/hp-elite-dragonfly-g4-1350-intel-core-i7-1355u-32-go-1000-go-ch-ordinateur-portable-36911637
ASUS,ASUS ProArt P16,Ordinateur portable,"16"" 3840 x 2400 pixels",AMD Ryzen AI 9 HX 370,32 Go,2000 Go,nVidia GeForce,Windows,1.85 kg,CHF 2388.–,https://www.digitec.ch/fr/s1/product/asus-proart-p16-16-amd-ryzen-ai-9-hx-370-32-go-2000-go-de-ordinateur-portable-49234350
Lenovo,Lenovo ThinkPad X1 Yoga Gen 5,Ordinateur portable,"14"" 3840 x 2160 pixels",Intel Core i7-10510U,16 Go,512 Go,Intel UHD Graphics,Windows,1.36 kg,CHF 1956.59,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-yoga-gen-5-clavier-polonais-14-intel-core-i7-10510u-16-go-512-go-sans-disposition-16181724?shid=898893
Lenovo,Lenovo Legion 7 RTX 3080 Ti,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i9-12900HX,32 Go,2000 Go,nVidia GeForce,Windows,2.53 kg,CHF 3051.20,https://www.digitec.ch/fr/s1/product/lenovo-legion-7-rtx-3080-ti-16-intel-core-i9-12900hx-32-go-2000-go-ch-ordinateur-portable-21467091?shid=1725016
Lenovo,Lenovo Legion 7 RX 6850M XT,Ordinateur portable,"16"" 2560 x 1600 pixels",AMD Ryzen 7 6800H,32 Go,1000 Go,AMD Radeon,Windows,2.53 kg,CHF 1452.65,https://www.digitec.ch/fr/s1/product/lenovo-legion-7-rx-6850m-xt-16-amd-ryzen-7-6800h-32-go-1000-go-ch-ordinateur-portable-21467170?shid=1883832
Lenovo,Lenovo Yoga C930,Ordinateur portable,"13.90"" 3840 x 2160 pixels",Intel Core i7-8550U,16 Go,1000 Go,Intel UHD Graphics,Windows,1.38 kg,CHF 1722.95,https://www.digitec.ch/fr/s1/product/lenovo-yoga-c930-1390-intel-core-i7-8550u-16-go-1000-go-ch-ordinateur-portable-10158700?shid=1924258
Lenovo,Lenovo ThinkPad X13s Gen 1,Ordinateur portable,"13.30"" 1920 x 1200 pixels",Snapdragon 8cx Gen 3,32 Go,1000 Go,Qualcomm Adreno,Windows,1.06 kg,CHF 1319.98,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x13s-gen-1-1330-snapdragon-8cx-gen-3-32-go-1000-go-ch-ordinateur-portable-21714406?shid=1717242
Lenovo,Lenovo Yoga Slim 7 ProX,Ordinateur portable,"14.50"" 3072 x 1920 pixels",AMD Ryzen 7 6800HS,16 Go,1000 Go,nVidia GeForce,Windows,1.45 kg,CHF 1198.04,https://www.digitec.ch/fr/s1/product/lenovo-yoga-slim-7-prox-1450-amd-ryzen-7-6800hs-16-go-1000-go-de-ordinateur-portable-21739305?shid=1829311
Lenovo,Lenovo Yoga 9,Ordinateur portable,"15.60"" 1920 x 1080 pixels",I7-10750H,16 Go,1000 Go,nVidia GeForce,Windows,2 kg,CHF 1853.47,https://www.digitec.ch/fr/s1/product/lenovo-yoga-9-1560-i7-10750h-16-go-1000-go-de-ordinateur-portable-15665775?shid=1181756
Lenovo,Lenovo ThinkPad T14 Gen 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,16 Go,512 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1482.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t14-gen-5-14-intel-core-ultra-5-125u-16-go-512-go-ch-ordinateur-portable-46143258
Lenovo,Lenovo IdeaPad Gaming 3 RTX 3060,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i7-12700H,16 Go,1000 Go,nVidia GeForce,Windows,2.60 kg,CHF 1119.20,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-gaming-3-rtx-3060-16-intel-core-i7-12700h-16-go-1000-go-ch-ordinateur-portable-21227970?shid=1795681
Lenovo,Lenovo ThinkPad X1 Yoga Gen 8,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i5-1335U,16 Go,512 Go,Intel Iris Graphics,Windows,1.38 kg,CHF 1434.81,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-yoga-gen-8-14-intel-core-i5-1335u-16-go-512-go-ch-ordinateur-portable-25124562?shid=1905919
Lenovo,Lenovo ThinkPad X1 Extreme Gen 5,Ordinateur portable,"16"" 3840 x 2400 pixels",Intel Core i9-12900H,32 Go,1000 Go,nVidia GeForce,Windows,1.88 kg,CHF 3976.47,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-extreme-gen-5-16-intel-core-i9-12900h-32-go-1000-go-ch-ordinateur-portable-21661106?shid=1665720
Lenovo,Lenovo Yoga 9i,Ordinateur portable,"14"" 3840 x 2160 pixels",Intel Core i7-1185G7,16 Go,1000 Go,Intel UHD Graphics,Windows,1.44 kg,CHF 1534.25,https://www.digitec.ch/fr/s1/product/lenovo-yoga-9i-14-intel-core-i7-1185g7-16-go-1000-go-ch-ordinateur-portable-14743086?shid=1849615
Lenovo,Lenovo Légion Y540,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i7-9750H,16 Go,512 Go,nVidia GeForce,Windows,2.84 kg,CHF 1249.93,https://www.digitec.ch/fr/s1/product/lenovo-legion-y540-1730-intel-core-i7-9750h-16-go-512-go-ch-ordinateur-portable-12427551?shid=1774621
Lenovo,Lenovo ThinkPad X12,Ordinateur portable,"12.30"" 1920 x 1280 pixels",Intel Core i7-1160G7,16 Go,512 Go,Intel UHD Graphics,Windows,1.10 kg,CHF 1581.60,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x12-1230-intel-core-i7-1160g7-16-go-512-go-ch-ordinateur-portable-14682621?shid=1778636
Lenovo,Lenovo Yoga S940,Ordinateur portable,"14"" 3840 x 2160 pixels",Intel Core i7-8565U,16 Go,512 Go,Intel UHD Graphics,Windows,1.20 kg,CHF 1620.15,https://www.digitec.ch/fr/s1/product/lenovo-yoga-s940-14-intel-core-i7-8565u-16-go-512-go-ch-ordinateur-portable-10406723?shid=1406000
Lenovo,Lenovo ThinkPad X1 2-in-1 Gen 9,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 165U,64 Go,1000 Go,Intel Arc Graphics,Windows,1.35 kg,CHF 2999.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-2-in-1-gen-9-14-intel-core-ultra-7-165u-64-go-1000-go-ch-ordinateur-portable-46219027
Lenovo,Lenovo ThinkPad X13s 8cx Gen 3,Ordinateur portable,"13.30"" 1920 x 1200 pixels",Snapdragon 8cx Gen 3,32 Go,512 Go,Qualcomm Adreno,Windows,1.06 kg,CHF 2087.11,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x13s-8cx-gen-3-1330-snapdragon-8cx-gen-3-32-go-512-go-ing-int-ordinateur-portable-23237815?shid=1859853
Lenovo,Lenovo ThinkPad X1 Yoga Gen 5,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core i5-10210U,16 Go,512 Go,Intel UHD Graphics,Windows,1.36 kg,CHF 1745.25,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-yoga-gen-5-14-intel-core-i5-10210u-16-go-512-go-ch-ordinateur-portable-14637771?shid=1754425
Lenovo,Lenovo ThinkPad X1 Carbon G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i7-1355U,32 Go,1000 Go,Intel Iris Graphics,Windows,1.12 kg,CHF 2412.08,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-carbon-g11-14-intel-core-i7-1355u-32-go-1000-go-ing-int-ordinateur-portable-36674994?shid=1907833
Lenovo,Lenovo ThinkPad X13 Gen 5,Ordinateur portable,"13.30"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.17 kg,CHF 1610.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x13-gen-5-1330-intel-core-ultra-7-155u-32-go-1000-go-de-ordinateur-portable-44744116
Lenovo,Lenovo ThinkBook 14s Yoga Gen 3,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core i7-1355U,16 Go,512 Go,Intel Iris Graphics,Windows,1.50 kg,CHF 1156.96,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-14s-yoga-gen-3-14-intel-core-i7-1355u-16-go-512-go-de-ordinateur-portable-24503146?shid=1852095
Lenovo,Lenovo Legion 5,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i7-13650HX,16 Go,512 Go,Intel UHD Graphics,Sans système d'exploitation,2.36 kg,CHF 1179.–,https://www.digitec.ch/fr/s1/product/lenovo-legion-5-16-intel-core-i7-13650hx-16-go-512-go-ing-int-ordinateur-portable-47980362
Lenovo,Lenovo ThinkPad X9-14 Gen 1,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.21 kg,CHF 1731.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x9-14-gen-1-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-54308860
Lenovo,Lenovo Legion 7 RX 6850M XT,Ordinateur portable,"16"" 2560 x 1600 pixels",AMD Ryzen 9 6900HX,32 Go,1000 Go,AMD Radeon,Windows,2.53 kg,CHF 2132.03,https://www.digitec.ch/fr/s1/product/lenovo-legion-7-rx-6850m-xt-16-amd-ryzen-9-6900hx-32-go-1000-go-ch-ordinateur-portable-21467079?shid=1909455
Lenovo,Lenovo Legion Pro 5,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i9-14900HX,32 Go,1000 Go,Intel UHD Graphics,Windows,2.50 kg,CHF 1739.–,https://www.digitec.ch/fr/s1/product/lenovo-legion-pro-5-16-intel-core-i9-14900hx-32-go-1000-go-ing-int-ordinateur-portable-47346335
Lenovo,Lenovo ThinkPad L13 Yoga Gen 3,Ordinateur portable,"13.30"" 1920 x 1200 pixels",Intel Core i5-1235U,8 Go,256 Go,Intel Iris Graphics,Windows,1.32 kg,CHF 1224.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-l13-yoga-gen-3-1330-intel-core-i5-1235u-8-go-256-go-ch-ordinateur-portable-21639578
Lenovo,Lenovo IdeaPad 5 Pro,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i7-12700H,16 Go,512 Go,Intel Arc Graphics,Windows,1.95 kg,CHF 1089.49,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-pro-16-intel-core-i7-12700h-16-go-512-go-ch-ordinateur-portable-22519888?shid=1772078
Lenovo,Lenovo LOQ RTX 4060,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i7-13620H,16 Go,1000 Go,Intel UHD Graphics,Windows,2.60 kg,CHF 1061.10,https://www.digitec.ch/fr/s1/product/lenovo-loq-rtx-4060-16-intel-core-i7-13620h-16-go-1000-go-ch-ordinateur-portable-36345261?shid=1785202
Lenovo,Lenovo IdeaPad Flex 5,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i7-1255U,16 Go,1000 Go,Iris Xe Graphics,Windows,2.10 kg,CHF 1051.94,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-flex-5-16-intel-core-i7-1255u-16-go-1000-go-ordinateur-portable-21738762?shid=1891620
Lenovo,Lenovo ThinkBook 13s G3,Ordinateur portable,"13.30"" 1920 x 1200 pixels",AMD Ryzen 7 5800U,16 Go,512 Go,AMD Radeon,Windows,1.26 kg,CHF 1038.77,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-13s-g3-1330-amd-ryzen-7-5800u-16-go-512-go-de-ordinateur-portable-21125759?shid=1747632
