Lenovo,Lenovo ThinkPad E14 Gen 6,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 7735HS,16 Go,512 Go,AMD Radeon,Windows,1.44 kg,CHF 789.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e14-gen-6-14-amd-ryzen-7-7735hs-16-go-512-go-ch-ordinateur-portable-47076860
Lenovo,Lenovo IdeaPad 5 2-in-1,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core 7 150U,16 Go,1000 Go,Intel UHD Graphics,Windows,1.60 kg,CHF 779.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-in-1-14-intel-core-7-150u-16-go-1000-go-ch-ordinateur-portable-43239009
HP,HP ZBook Power G11,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 185H,64 Go,2000 Go,Intel Arc Graphics,Windows,2.12 kg,CHF 2899.–,https://www.digitec.ch/fr/s1/product/hp-zbook-power-g11-16-intel-core-ultra-9-185h-64-go-2000-go-ch-ordinateur-portable-45089932
HP,HP EliteBook 840 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,512 Go,Intel Arc Graphics,Windows,1.41 kg,CHF 1650.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-840-g11-14-intel-core-ultra-7-155h-32-go-512-go-ch-ordinateur-portable-44726190
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Snapdragon X Elite X1E-80-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 1195.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-1380-snapdragon-x-elite-x1e-80-100-16-go-512-go-ch-ord-45452058
Microsoft,Microsoft Surface Pro 10 for business,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 165U,16 Go,512 Go,Intel UHD Graphics,Windows,0.88 kg,CHF 1489.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-10-for-business-1299-intel-core-ultra-7-165u-16-go-512-go-sans-disposition-de--44130766
Acer,Acer Aspire 3,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel N100,8 Go,512 Go,Intel UHD Graphics,Windows,2.10 kg,CHF 553.–,https://www.digitec.ch/fr/s1/product/acer-aspire-3-1730-intel-n100-8-go-512-go-ch-ordinateur-portable-40300244
Lenovo,Lenovo ThinkPad T14 Gen 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,512 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1753.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t14-gen-5-14-intel-core-ultra-7-155u-32-go-512-go-ch-ordinateur-portable-46145269
Lenovo,Lenovo ThinkBook 14 2-in-1 Gen 4,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.64 kg,CHF 1484.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-14-2-in-1-gen-4-14-intel-core-ultra-7-155u-32-go-1000-go-ch-ordinateur-portable-46724598
Lenovo,Lenovo ThinkPad T14 Gen 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,32 Go,512 Go,Intel UHD Graphics,Windows,1.38 kg,CHF 1557.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t14-gen-5-14-intel-core-ultra-5-125u-32-go-512-go-ch-ordinateur-portable-46144974
Lenovo,Lenovo ThinkPad P16v Gen 2,Ordinateur portable,"16"" 3840 x 2400 pixels",Intel Core Ultra 9 185H,64 Go,1000 Go,Intel Arc Graphics,Windows,2.22 kg,CHF 2399.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p16v-gen-2-16-intel-core-ultra-9-185h-64-go-1000-go-ch-ordinateur-portable-46144164
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,24 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1039.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-24-go-512-go-ch-ordinateur-portable-52520062
HP,HP ProBook 460 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,8 Go,256 Go,Iris Xe Graphics,Windows,1.74 kg,CHF 864.–,https://www.digitec.ch/fr/s1/product/hp-probook-460-g11-16-intel-core-ultra-5-125u-8-go-256-go-ch-ordinateur-portable-46443759
Microsoft,Microsoft Surface Pro 10 for business,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 165U,16 Go,512 Go,Intel UHD Graphics,Windows,0.88 kg,CHF 1506.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-10-for-business-13-intel-core-ultra-7-165u-16-go-512-go-sans-disposition-de-cl-44130833
Dell,Dell Latitude 3550,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-1355U,16 Go,512 Go,Iris Xe Graphics,Windows,1.81 kg,CHF 914.–,https://www.digitec.ch/fr/s1/product/dell-latitude-3550-1560-intel-core-i7-1355u-16-go-512-go-ch-ordinateur-portable-46953222
Microsoft,Microsoft Surface Pro – Copilot+ PC – 11. Edition,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Plus X1P-64-100,16 Go,512 Go,Qualcomm Adreno,Windows,0.90 kg,,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-copilot-pc-mit-netzteil-11-edition-13-snapdragon-x-plus-x1p-64-100-16-go-512-g-45452066?shid=1878727
ASUS,ASUS ExpertBook B3 Flip,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core i5-1335U,16 Go,1000 Go,Intel Iris Graphics,Windows,1.61 kg,CHF 629.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-b3-flip-14-intel-core-i5-1335u-16-go-1000-go-ch-ordinateur-portable-43800324
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.51 kg,CHF 1649.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-1000-go-ch-ordinateur-portable-55777849
Apple,Apple MacBook Air – 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1449.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-512-go-ch-ordinateur-portable-55650002
Lenovo,Lenovo IdeaPad 5 2-in-1,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 8845HS,16 Go,1000 Go,AMD Radeon,Windows,1.60 kg,CHF 745.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-in-1-14-amd-ryzen-7-8845hs-16-go-1000-go-ch-ordinateur-portable-42919730
ASUS,ASUS Zenbook S 16,Ordinateur portable,"16"" 2880 x 1800 pixels",AMD Ryzen AI 9 HX 370,32 Go,1000 Go,AMD Radeon,Windows,1.50 kg,CHF 1549.–,https://www.digitec.ch/fr/s1/product/asus-zenbook-s-16-16-amd-ryzen-ai-9-hx-370-32-go-1000-go-ch-ordinateur-portable-45663104
ASUS,ASUS Vivobook S 14 OLED,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 258V,32.77 Go,1000 Go,Intel Arc Graphics,Windows,1.30 kg,CHF 1437.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-14-oled-14-intel-core-ultra-7-258v-3277-go-1000-go-ch-ordinateur-portable-52409885
Apple,Apple MacBook Air – 2022,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M2,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 739.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2022-1360-m2-16-go-256-go-ch-ordinateur-portable-52520070
Microsoft,Microsoft Surface Go 4 for business,Ordinateur portable,"10.51"" 1920 x 1280 pixels",Intel N200,8 Go,128 Go,Intel UHD Graphics,Windows,0.52 kg,CHF 629.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-go-4-for-business-1051-intel-n200-8-go-128-go-sans-disposition-de-clavier-ordinate-38734323
HP,HP Elite x360 830 G11,Ordinateur portable,"13.30"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,16 Go,512 Go,Intel Arc Graphics,Windows,1.31 kg,CHF 1350.–,https://www.digitec.ch/fr/s1/product/hp-elite-x360-830-g11-1330-intel-core-ultra-5-125u-16-go-512-go-ch-ordinateur-portable-44726192
Acer,Acer Aspire 3,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i5-1235U,32 Go,1000 Go,Iris Xe Graphics,Windows,2.23 kg,CHF 789.–,https://www.digitec.ch/fr/s1/product/acer-aspire-3-1730-intel-core-i5-1235u-32-go-1000-go-ch-ordinateur-portable-52542088
Apple,Apple MacBook Air - 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1169.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-512-go-ch-ordinateur-portable-43366919
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,32 Go,1000 Go,Apple,MacOS,1.55 kg,CHF 2108.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-32-go-1000-go-ch-ordinateur-portable-52938884
Dell,Dell Latitude 3450,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core i5-1335U,16 Go,512 Go,Intel Iris Graphics,Windows,1.50 kg,CHF 904.–,https://www.digitec.ch/fr/s1/product/dell-latitude-3450-14-intel-core-i5-1335u-16-go-512-go-ch-ordinateur-portable-49553754
Microsoft,Microsoft Surface Pro 11e édition pour entreprises - Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Elite X1E-80-100,32 Go,1000 Go,Qualcomm Adreno,Windows,0.90 kg,CHF 1647.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11e-edition-pour-entreprises-avec-adaptateur-secteur-copilot-pc-13-snapdragon--46139901
Microsoft,Microsoft Surface Pro 11. Edition for business – Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 266V,16 Go,512 Go,,Windows,0.90 kg,CHF 1668.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11-edition-intel-for-business-copilot-pc-13-intel-core-ultra-7-266v-16-go-512--54161680
Microsoft,Microsoft Surface Pro 11e édition pour entreprises - Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Elite X1E-80-100,16 Go,512 Go,Qualcomm Adreno,Windows,0.90 kg,CHF 1268.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11e-edition-pour-entreprises-avec-adaptateur-secteur-copilot-pc-13-snapdragon--46053291
Lenovo,Lenovo Legion 7 RTX 4060,Ordinateur portable,"16"" 3200 x 2000 pixels",Intel Core i7-14700HX,32 Go,1000 Go,nVidia GeForce,Windows,2.24 kg,CHF 1499.–,https://www.digitec.ch/fr/s1/product/lenovo-legion-7-rtx-4060-16-intel-core-i7-14700hx-32-go-1000-go-ch-ordinateur-portable-42920076
Lenovo,Lenovo ThinkPad T16 Gen 3,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,32 Go,512 Go,Intel UHD Graphics,Windows,1.83 kg,CHF 1099.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t16-gen-3-16-intel-core-ultra-5-125u-32-go-512-go-ch-ordinateur-portable-46145427
Lenovo,Lenovo LOQ RTX 4060,Ordinateur portable,"15.60"" 2560 x 1440 pixels",Intel Core i7-13650HX,16 Go,1000 Go,nVidia GeForce,Windows,2.38 kg,CHF 1189.–,https://www.digitec.ch/fr/s1/product/lenovo-loq-rtx-4060-1560-intel-core-i7-13650hx-16-go-1000-go-ch-ordinateur-portable-40246694
Lenovo,Lenovo Yoga Slim 7,Ordinateur portable,"14"" 1920 x 1080 pixels",AMD Ryzen AI 7 350,32 Go,1000 Go,AMD Radeon,Windows,1.19 kg,CHF 1049.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-slim-7-14-amd-ryzen-ai-7-350-32-go-1000-go-ch-ordinateur-portable-56685840
Lenovo,Lenovo Yoga 7 2-in-1,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 8840HS,16 Go,512 Go,AMD Radeon,Windows,1.49 kg,CHF 1030.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-7-2-in-1-14-amd-ryzen-7-8840hs-16-go-512-go-ch-ordinateur-portable-43757598
HP,HP ZBook Firefly 16 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.80 kg,CHF 1748.95,https://www.digitec.ch/fr/s1/product/hp-zbook-firefly-16-g11-16-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-45089886
HP,HP 255 G9,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Athlon Gold 3150U,8 Go,512 Go,AMD Radeon,Windows,1.74 kg,CHF 313.–,https://www.digitec.ch/fr/s1/product/hp-255-g9-1560-amd-athlon-gold-3150u-8-go-512-go-de-ordinateur-portable-31388558
Dell,Dell Latitude 7450,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 165U,32 Go,512 Go,Intel Arc Graphics,Windows,1.33 kg,CHF 1729.–,https://www.digitec.ch/fr/s1/product/dell-latitude-7450-14-intel-core-ultra-7-165u-32-go-512-go-ch-ordinateur-portable-45948307
HP,HP 255 G10,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 7730U,16 Go,,AMD Radeon,Windows,1.52 kg,CHF 699.–,https://www.digitec.ch/fr/s1/product/hp-255-g10-1560-amd-ryzen-7-7730u-16-go-ch-ordinateur-portable-36992525
ASUS,ASUS Rog Flow X13 Flip,Ordinateur portable,"13.40"" 1920 x 1200 pixels",AMD Ryzen 7 6800HS,16 Go,512 Go,AMD Radeon,Windows,1.30 kg,CHF 699.–,https://www.digitec.ch/fr/s1/product/asus-rog-flow-x13-flip-1340-amd-ryzen-7-6800hs-16-go-512-go-ch-ordinateur-portable-40967273
Apple,Apple MacBook Pro 14 – 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Pro,24 Go,512 Go,Apple,MacOS,1.60 kg,CHF 2199.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-pro-24-go-512-go-ch-ordinateur-portable-52858683
Apple,Apple MacBook Pro 16 – 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Max,128 Go,1000 Go,Apple,MacOS,2.15 kg,CHF 4669.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-max-128-go-1000-go-ch-ordinateur-portable-52940917
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Pro,48 Go,1000 Go,Apple,MacOS,2.14 kg,CHF 3099.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-pro-48-go-1000-go-ch-ordinateur-portable-52858713
Apple,Apple MacBook Air - 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1284.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-512-go-ch-ordinateur-portable-43366916
HP,HP Zbook Power G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 165H,32 Go,1000 Go,Intel Arc Graphics,Windows,2.12 kg,CHF 1829.–,https://www.digitec.ch/fr/s1/product/hp-zbook-power-g11-16-intel-core-ultra-7-165h-32-go-1000-go-ch-ordinateur-portable-45089923
HP,HP ZBook Ultra G1a,Ordinateur portable,"14"" 2880 x 1800 pixels",AMD Ryzen AI Max+ 395,128 Go,2000 Go,AMD Radeon,Windows,1.57 kg,CHF 3383.–,https://www.digitec.ch/fr/s1/product/hp-zbook-ultra-g1a-14-amd-ryzen-ai-max-395-128-go-2000-go-ch-ordinateur-portable-54782690
HP,HP EliteBook 1040 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,512 Go,Intel Arc Graphics,Windows,1.18 kg,CHF 1730.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-1040-g11-14-intel-core-ultra-7-155h-32-go-512-go-ch-ordinateur-portable-45127334
HP,HP ZBook Ultra G1a,Ordinateur portable,"14"" 2880 x 1800 pixels",AMD Ryzen AI Max+ 395,64 Go,1000 Go,AMD Radeon,Windows,1.57 kg,CHF 2649.–,https://www.digitec.ch/fr/s1/product/hp-zbook-ultra-g1a-14-amd-ryzen-ai-max-395-64-go-1000-go-ch-ordinateur-portable-54782698
HP,HP Elitebook Ultra G1q,Ordinateur portable,"14"" 2240 x 1400 pixels",Snapdragon X Elite X1E-78-100,0 Go,1000 Go,Qualcomm Adreno,Windows,1.35 kg,CHF 1189.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-ultra-g1q-14-snapdragon-x-elite-x1e-78-100-000-go-1000-go-ch-ordinateur-portable-47381956
HP,HP ZBook Firefly 16 G11,Ordinateur portable,"16"" 2880 x 1800 pixels",Intel Core Ultra 7 155U,64 Go,1000 Go,Intel Arc Graphics,Windows,1.72 kg,CHF 1699.–,https://www.digitec.ch/fr/s1/product/hp-zbook-firefly-16-g11-16-intel-core-ultra-7-155u-64-go-1000-go-ch-ordinateur-portable-45089885
Acer,Acer Aspire 17,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core 7 150U,32 Go,2000 Go,Intel Arc Graphics,Windows,2.09 kg,CHF 1356.–,https://www.digitec.ch/fr/s1/product/acer-aspire-17-1730-intel-core-7-150u-32-go-2000-go-ch-ordinateur-portable-46298220
ASUS,ASUS ROG Zephyrus G16 RTX 5090,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 285H,64 Go,2000 Go,nVidia GeForce,Windows,1.95 kg,CHF 4897.–,https://www.digitec.ch/fr/s1/product/asus-rog-zephyrus-g16-rtx-5090-16-intel-core-ultra-9-285h-64-go-2000-go-de-ordinateur-portable-54972341
ASUS,ASUS ROG Strix G16 RTX 4060,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i9-14900HX,32 Go,1000 Go,Intel UHD Graphics,Windows,2.50 kg,CHF 1499.–,https://www.digitec.ch/fr/s1/product/asus-rog-strix-g16-rtx-4060-16-intel-core-i9-14900hx-32-go-1000-go-ch-ordinateur-portable-41792454
HP,HP ProBook 460 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,16 Go,512 Go,Intel Arc Graphics,Windows,1.74 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/hp-probook-460-g11-16-intel-core-ultra-7-155h-16-go-512-go-ch-ordinateur-portable-46443741
Microsoft,Microsoft Surface Pro 10 for business – 5G,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 165U,16 Go,256 Go,Intel UHD Graphics,Windows,0.88 kg,CHF 1628.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-10-for-business-5g-13-intel-core-ultra-7-165u-16-go-256-go-sans-disposition-de-46721277
Microsoft,Microsoft Surface Pro 11. Edition for business – Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 268V,32 Go,1000 Go,,Windows,0.90 kg,CHF 2499.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11-edition-intel-for-business-copilot-pc-13-intel-core-ultra-7-268v-32-go-1000-54161671
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 899.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-256-go-ch-ordinateur-portable-43714543
HP,HP ProBook 445 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 7735U,16 Go,512 Go,AMD Radeon,Windows,1.39 kg,CHF 879.–,https://www.digitec.ch/fr/s1/product/hp-probook-445-g11-14-amd-ryzen-7-7735u-16-go-512-go-ch-ordinateur-portable-46443749
Apple,Apple MacBook Air – 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,24 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1542.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-24-go-512-go-ch-ordinateur-portable-55649988
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1600 pixels",M3,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1097.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-512-go-ch-ordinateur-portable-43366912
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,24 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1179.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-24-go-512-go-ch-ordinateur-portable-52520074
Apple,Apple MacBook Air - 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,1000 Go,Apple,MacOS,1.51 kg,CHF 1427.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-1000-go-ch-ordinateur-portable-43714060
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.24 kg,CHF 1449.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-1000-go-ch-ordinateur-portable-55776405
Brand,Model,Category,Display,CPU,RAM,Storage,GPU,OS,Weight,Price,Link
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,16 Go,512 Go,Apple,MacOS,1.55 kg,CHF 1443.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-16-go-512-go-ch-ordinateur-portable-52511234
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.51 kg,CHF 1649.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-1000-go-ch-ordinateur-portable-55774137
ASUS,ASUS ProArt PX13,Ordinateur portable,"13.30"" 2880 x 1800 pixels",AMD Ryzen AI 9 HX 370,32 Go,1000 Go,AMD Radeon,Windows,1.38 kg,CHF 2689.–,https://www.digitec.ch/fr/s1/product/asus-proart-px13-1330-amd-ryzen-ai-9-hx-370-32-go-1000-go-ch-ordinateur-portable-45448323
ASUS,ASUS ExpertBook B5,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.95 kg,CHF 1372.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-b5-16-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-42907063
ASUS,ASUS ROG Strix SCAR 18,Ordinateur portable,"18"" 2560 x 1600 pixels",Intel Core Ultra 9 275HX,32 Go,2147.48 Go,nVidia GeForce,Windows,3.30 kg,CHF 3922.–,https://www.digitec.ch/fr/s1/product/asus-rog-strix-scar-18-18-intel-core-ultra-9-275hx-32-go-214748-go-ch-ordinateur-portable-53745206
Lenovo,Lenovo ThinkBook 14 Gen 6,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 7730U,32 Go,1000 Go,AMD Radeon,Windows,1.38 kg,CHF 787.95,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-14-gen-6-14-amd-ryzen-7-7730u-32-go-1000-go-ch-ordinateur-portable-42914013
Lenovo,Lenovo ThinkPad P14s Gen 5,Ordinateur portable,"14.50"" 2560 x 1600 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.61 kg,CHF 1399.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p14s-gen-5-1450-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-46142626
Lenovo,Lenovo ThinkPad P14s Gen 5,Ordinateur portable,"14.50"" 2560 x 1600 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.61 kg,CHF 1699.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p14s-gen-5-1450-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-47203783
Lenovo,Lenovo Yoga Slim 9,Ordinateur portable,"14"" 3840 x 2400 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.23 kg,CHF 1999.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-slim-9-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-54242931
Lenovo,Lenovo Yoga Pro 7,Ordinateur portable,"14.50"" 2880 x 1800 pixels",AMD Ryzen AI 9 365,32 Go,1000 Go,AMD Radeon,Windows,1.54 kg,CHF 1249.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-pro-7-1450-amd-ryzen-ai-9-365-32-go-1000-go-ch-ordinateur-portable-49082083
Lenovo,Lenovo Yoga Pro 7 RTX 4060,Ordinateur portable,"14.50"" 3072 x 1920 pixels",Intel Core Ultra 9 185H,32 Go,1000 Go,nVidia GeForce,Windows,1.20 kg,CHF 1719.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-pro-7-rtx-4060-1450-intel-core-ultra-9-185h-32-go-1000-go-ch-ordinateur-portable-43238988
Lenovo,Lenovo IdeaPad Pro 5,Ordinateur portable,"16"" 2880 x 1800 pixels",Intel Core Ultra 9 285H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.72 kg,CHF 1399.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-pro-5-16-intel-core-ultra-9-285h-32-go-1000-go-ch-ordinateur-portable-55802408
Lenovo,Lenovo ThinkBook 16 Gen 7,Ordinateur portable,"16"" 1920 x 1200 pixels",Snapdragon X Plus X1P-42-100,32 Go,1000 Go,Qualcomm Adreno,Windows,1.82 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-16-gen-7-16-snapdragon-x-plus-x1p-42-100-32-go-1000-go-ch-ordinateur-portable-49916671
Microsoft,Microsoft Surface Laptop 7. Edition for business – Copilot+ PC,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Intel Core Ultra 7 266V,16 Go,512 Go,Intel Arc Graphics,Windows,1.34 kg,CHF 1727.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-7-edition-intel-for-business-copilot-pc-1380-intel-core-ultra-7-266v-16-go--54161279
Microsoft,Microsoft Surface Pro 10 for business – 5G,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 165U,32 Go,512 Go,Intel UHD Graphics,Windows,0.88 kg,CHF 2055.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-10-for-business-5g-1299-intel-core-ultra-7-165u-32-go-512-go-sans-disposition--46721279
Microsoft,Microsoft Surface Pro 11e édition pour les entreprises - Copilot+ PC - 5G,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Plus X1P-26-100,16 Go,256 Go,Qualcomm Adreno,Windows,0.88 kg,CHF 1358.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11e-edition-pour-les-entreprises-avec-adaptateur-secteur-copilot-pc-5g-13-snap-46721281
