ASUS,ASUS ZenBook Fold OLED,Ordinateur portable,"17.30"" 2560 x 1920 pixels",Intel Core i7-1250U,16 Go,1000 Go,Iris Xe Graphics,Windows,1.65 kg,CHF 2894.77,https://www.digitec.ch/fr/s1/product/asus-zenbook-fold-oled-1730-intel-core-i7-1250u-16-go-1000-go-ch-ordinateur-portable-21053526?shid=1924205
ASUS,ASUS Vivobook 16,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core 7 240H,32 Go,1000 Go,nVidia GeForce,Windows,1.95 kg,CHF 1099.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-16-16-intel-core-7-240h-32-go-1000-go-ch-ordinateur-portable-53745226
ASUS,ASUS Vivobook S 16 Flip,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i9-13900H,16 Go,1000 Go,Intel Iris Graphics,Windows,1.90 kg,CHF 1070.83,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-16-flip-16-intel-core-i9-13900h-16-go-1000-go-de-ordinateur-portable-37330289?shid=1865364
Dell,Dell Latitude 3550,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1335U,16 Go,512 Go,Iris Xe Graphics,Windows,1.81 kg,CHF 851.–,https://www.digitec.ch/fr/s1/product/dell-latitude-3550-1560-intel-core-i5-1335u-16-go-512-go-ch-ordinateur-portable-46953262
Acer,Acer Aspire Spin 14,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core 7 150U,16 Go,1000 Go,Intel HD Graphics,Windows,1.50 kg,CHF 1033.–,https://www.digitec.ch/fr/s1/product/acer-aspire-spin-14-14-intel-core-7-150u-16-go-1000-go-ch-ordinateur-portable-44127401
Lenovo,Lenovo ThinkBook 14 Gen 7,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,16 Go,512 Go,Intel UHD Graphics,Windows,1.38 kg,CHF 857.23,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-14-gen-7-14-intel-core-ultra-5-125u-16-go-512-go-ch-ordinateur-portable-46724600
ASUS,ASUS Vivobook 14 Flip,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 226V,16 Go,512 Go,Intel Arc Graphics,Windows,1.57 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-14-flip-14-intel-core-ultra-5-226v-16-go-512-go-ch-ordinateur-portable-53695749
ASUS,ASUS VivoBook 16,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen AI 7 350,16 Go,1000 Go,AMD Radeon,Windows,1.88 kg,CHF 964.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-16-16-amd-ryzen-ai-7-350-16-go-1000-go-ch-ordinateur-portable-53745205
Lenovo,Lenovo IdeaPad 5 2-in-1,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core 5 120U,16 Go,1000 Go,Intel Arc Graphics,Windows,2 kg,CHF 849.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-in-1-16-intel-core-5-120u-16-go-1000-go-ch-ordinateur-portable-43730233
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Snapdragon X Elite X1E-80-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 1224.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-1380-snapdragon-x-elite-x1e-80-100-16-go-512-go-ch-ord-45452056
ASUS,ASUS Vivobook S 14 Flip,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 7730U,16 Go,1000 Go,AMD Radeon,Windows,1.50 kg,CHF 868.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-14-flip-14-amd-ryzen-7-7730u-16-go-1000-go-ch-ordinateur-portable-53695748
HP,HP EliteBook 660 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,512 Go,Intel Arc Graphics,Windows,1.74 kg,CHF 1507.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-660-g11-16-intel-core-ultra-7-155h-32-go-512-go-ch-ordinateur-portable-45127213
HP,HP EliteBook 865 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 7 8840U,16 Go,512 Go,AMD Radeon,Windows,1.86 kg,CHF 1488.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-865-g11-16-amd-ryzen-7-8840u-16-go-512-go-ch-ordinateur-portable-45127280
HP,HP ZBook Firefly 16 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.79 kg,CHF 1741.–,https://www.digitec.ch/fr/s1/product/hp-zbook-firefly-16-g11-16-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-45089911
HP,HP Elite x360 1040 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1669.–,https://www.digitec.ch/fr/s1/product/hp-elite-x360-1040-g11-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-45127348
Medion,Medion SPRCHRGD 14 S1 Elite,Ordinateur portable,"14"" 2880 x 1800 pixels",Snapdragon X Elite X1E-78-100,32 Go,1000 Go,Qualcomm Adreno,Windows,1.40 kg,CHF 799.–,https://www.digitec.ch/fr/s1/product/medion-sprchrgd-14-s1-elite-14-snapdragon-x-elite-x1e-78-100-32-go-1000-go-ch-ordinateur-portable-46597620
HP,HP 250 G9,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1235U,16 Go,512 Go,Iris Xe Graphics,Sans système d'exploitation,1.74 kg,CHF 417.91,https://www.digitec.ch/fr/s1/product/hp-250-g9-1560-intel-core-i5-1235u-16-go-512-go-de-ordinateur-portable-32809333?shid=1904530
ASUS,ASUS VivoBook 14,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 225H,16 Go,,,Windows,1.22 kg,CHF 773.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-14-14-intel-core-ultra-5-225h-16-go-ch-ordinateur-portable-53745217
HP,HP EliteBook 840 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel UHD Graphics,Windows,1.41 kg,CHF 1284.95,https://www.digitec.ch/fr/s1/product/hp-elitebook-840-g11-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-44726196
Lenovo,Lenovo ThinkPad E16 Gen 2,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,512 Go,Intel UHD Graphics,Windows,1.81 kg,CHF 1164.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e16-gen-2-16-intel-core-ultra-7-155h-32-go-512-go-ch-ordinateur-portable-47205124
Lenovo,Lenovo Yoga Slim 7,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.39 kg,CHF 1032.80,https://www.digitec.ch/fr/s1/product/lenovo-yoga-slim-7-14-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-43147898
Microsoft,Microsoft Surface Laptop 6 for business,Ordinateur portable,"15"" 2496 x 1664 pixels",Intel Core Ultra 7 165H,16 Go,512 Go,Intel Arc Graphics,Windows,1.68 kg,CHF 1823.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-6-for-business-15-intel-core-ultra-7-165h-16-go-512-go-ch-ordinateur-portab-44148448
HP,HP Envy x360 16-ac0542nz,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,16 Go,512 Go,Intel Arc Graphics,Windows,1.87 kg,CHF 879.–,https://www.digitec.ch/fr/s1/product/hp-envy-x360-16-ac0542nz-16-intel-core-ultra-5-125u-16-go-512-go-ch-ordinateur-portable-43709788
Microsoft,Microsoft Surface Pro 9 for business,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core i5-1245U,16 Go,256 Go,Intel Iris Graphics,Windows,0.88 kg,CHF 1368.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-9-for-business-13-intel-core-i5-1245u-16-go-256-go-sans-disposition-de-clavier-22821597
Lenovo,Lenovo IdeaPad Gaming 3,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 5 5500H,16 Go,512 Go,AMD Radeon,Sans système d'exploitation,2.25 kg,CHF 603.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-gaming-3-1560-amd-ryzen-5-5500h-16-go-512-go-ing-int-ordinateur-portable-40726203
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-13620H,16 Go,512 Go,Intel Iris Graphics,Windows,1.65 kg,CHF 599.–,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-1560-intel-core-i7-13620h-16-go-512-go-ch-ordinateur-portable-54598074
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Snapdragon X Plus X1P-64-100,16 Go,256 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 959.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-1380-snapdragon-x-plus-x1p-64-100-16-go-256-go-ch-ordi-45452050
Apple,Apple MacBook Pro 14 – 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Pro,48 Go,1000 Go,Apple,MacOS,1.60 kg,CHF 2506.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-pro-48-go-1000-go-ch-ordinateur-portable-52858688
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.24 kg,CHF 1399.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-1000-go-ch-ordinateur-portable-55769865
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.24 kg,CHF 1449.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-1000-go-ch-ordinateur-portable-55774035
Apple,Apple MacBook Air - 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1159.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-512-go-ch-ordinateur-portable-43366918
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Pro,48 Go,512 Go,Apple,MacOS,2.14 kg,CHF 2548.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-pro-48-go-512-go-ch-ordinateur-portable-52511264
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Max,48 Go,1000 Go,Apple,MacOS,2.15 kg,CHF 3522.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-max-48-go-1000-go-ch-ordinateur-portable-52511266
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Pro,48 Go,512 Go,Apple,MacOS,1.60 kg,CHF 2321.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-pro-48-go-512-go-ch-ordinateur-portable-52858686
Lenovo,Lenovo IdeaPad 5 2-in-1,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 5 8645HS,16 Go,1000 Go,AMD Radeon,Windows,2 kg,CHF 784.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-in-1-16-amd-ryzen-5-8645hs-16-go-1000-go-ch-ordinateur-portable-43139907
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 981.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-256-go-ch-ordinateur-portable-52520076
HP,HP ProBook 445 G10 852U9ES,Ordinateur portable,"14"" 1920 x 1080 pixels",AMD Ryzen 5 7530U,16 Go,512 Go,AMD Radeon,Windows,1.38 kg,CHF 844.–,https://www.digitec.ch/fr/s1/product/hp-probook-445-g10-852u9es-14-amd-ryzen-5-7530u-16-go-512-go-ch-ordinateur-portable-36940028
Microsoft,Microsoft Surface Pro 11e édition pour entreprises - Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Plus X1P-26-100,16 Go,256 Go,Qualcomm Adreno,Windows,0.90 kg,CHF 1115.95,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11e-edition-pour-entreprises-avec-adaptateur-secteur-copilot-pc-13-snapdragon--46053288
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"15"" 2496 x 1664 pixels",Snapdragon X Elite X1E-80-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 1628.30,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-15-snapdragon-x-elite-x1e-80-100-16-go-512-go-ch-ordin-45452063
Microsoft,Microsoft Surface Laptop 7e édition for business - Copilot+ PC,Ordinateur portable,"15"" 2496 x 1664 pixels",Snapdragon X Elite X1E-80-100,32 Go,1000 Go,Qualcomm Adreno,Windows,1.66 kg,CHF 1782.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-7e-edition-for-business-avec-adaptateur-secteur-copilot-pc-15-snapdragon-x--46139915
Lenovo,Lenovo IdeaPad Slim 5,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i7-13620H,16 Go,1000 Go,Intel Iris Graphics,Windows,1.81 kg,CHF 732.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-5-16-intel-core-i7-13620h-16-go-1000-go-ch-ordinateur-portable-55798626
Lenovo,Lenovo ThinkPad E16 Gen 2,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,16 Go,512 Go,Intel UHD Graphics,Windows,1.81 kg,CHF 724.95,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e16-gen-2-16-intel-core-ultra-5-125u-16-go-512-go-ch-ordinateur-portable-44744397
ASUS,ASUS Vivobook S 14 Flip,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 7730U,16 Go,1000 Go,,Windows,1.50 kg,CHF 649.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-14-flip-14-amd-ryzen-7-7730u-16-go-1000-go-ch-ordinateur-portable-37331298
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 3 7320U,16 Go,512 Go,AMD Radeon,Windows,1.65 kg,CHF 440.–,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-1560-amd-ryzen-3-7320u-16-go-512-go-de-ordinateur-portable-24122118
Microsoft,Microsoft Surface Go 4 for business,Ordinateur portable,"10.50"" 1920 x 1280 pixels",Intel N200,8 Go,256 Go,Intel UHD Graphics,Windows,0.52 kg,CHF 721.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-go-4-for-business-1050-intel-n200-8-go-256-go-sans-disposition-de-clavier-ordinate-38734175
Lenovo,Lenovo ThinkPad X12 Gen 2,Ordinateur portable,"12.30"" 1920 x 1280 pixels",Intel Core Ultra 7 164U,16 Go,512 Go,Intel Arc Graphics,Windows,1.10 kg,CHF 1499.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x12-gen-2-1230-intel-core-ultra-7-164u-16-go-512-go-ch-ordinateur-portable-45414325
Lenovo,Lenovo ThinkPad L14 Gen 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.40 kg,CHF 1429.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-l14-gen-5-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-45414323
Lenovo,Lenovo ThinkPad T16 Gen 3,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.83 kg,CHF 1696.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t16-gen-3-16-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-46143711
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.09 kg,CHF 2249.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-carbon-gen-12-14-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-46219024
Lenovo,Lenovo ThinkPad P14s Gen 5,Ordinateur portable,"14.50"" 2560 x 1600 pixels",Intel Core Ultra 7 165H,32 Go,2000 Go,Intel Arc Graphics,Windows,1.61 kg,CHF 1409.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p14s-gen-5-1450-intel-core-ultra-7-165h-32-go-2000-go-ch-ordinateur-portable-46144812
Lenovo,Lenovo Legion Pro 7 RTX 5090,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 275HX,64 Go,1000 Go,nVidia GeForce,Windows,2.57 kg,CHF 4199.–,https://www.digitec.ch/fr/s1/product/lenovo-legion-pro-7-rtx-5090-16-intel-core-ultra-9-275hx-64-go-1000-go-ch-ordinateur-portable-57489470
Lenovo,Lenovo IdeaPad Pro 5,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 9 285H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.39 kg,CHF 1349.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-pro-5-14-intel-core-ultra-9-285h-32-go-1000-go-ch-ordinateur-portable-55802394
Lenovo,Lenovo Yoga 7 2-in-1,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 226V,16 Go,1000 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1099.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-7-2-in-1-14-intel-core-ultra-5-226v-16-go-1000-go-ch-ordinateur-portable-54241091
Lenovo,Lenovo Yoga Pro 7,Ordinateur portable,"14.50"" 2944 x 1840 pixels",AMD Ryzen AI 9 365,32 Go,1000 Go,AMD Radeon,Windows,1.54 kg,CHF 1349.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-pro-7-1450-amd-ryzen-ai-9-365-32-go-1000-go-ch-ordinateur-portable-55802418
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.09 kg,CHF 2249.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-carbon-gen-12-14-intel-core-ultra-7-155u-32-go-1000-go-ch-ordinateur-portable-44744129
Lenovo,Lenovo Yoga Pro 7,Ordinateur portable,"14.50"" 2944 x 1840 pixels",AMD Ryzen AI 7 350,32 Go,1000 Go,AMD Radeon,Windows,1.54 kg,CHF 1249.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-pro-7-1450-amd-ryzen-ai-7-350-32-go-1000-go-ch-ordinateur-portable-55802389
Lenovo,Lenovo ThinkPad X1 Carbon Gen 13,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,2000 Go,Intel Arc Graphics,Windows,1 kg,CHF 2784.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-carbon-gen-13-14-intel-core-ultra-7-258v-32-go-2000-go-de-ordinateur-portable-53869367
Brand,Model,Category,Display,CPU,RAM,Storage,GPU,OS,Weight,Price,Link
Lenovo,Lenovo ThinkPad T14 Gen 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,1000 Go,Intel UHD Graphics,Windows,1.38 kg,CHF 1673.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t14-gen-5-14-intel-core-ultra-7-155u-32-go-1000-go-ing-int-ordinateur-portable-45624550
Lenovo,Lenovo Legion Pro 7 RTX 4080,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i9-14900HX,32 Go,2000 Go,nVidia GeForce,Windows,2.62 kg,2489,https://www.digitec.ch/fr/s1/product/lenovo-legion-pro-7-rtx-4080-16-intel-core-i9-14900hx-32-go-2000-go-ch-ordinateur-portable-40246693?shid=1939522
Lenovo,Lenovo Yoga Slim 7i Aura Edition,Ordinateur portable,"15.30"" 2880 x 1800 pixels",Intel Core Ultra 7 256V,16 Go,1000 Go,Intel Arc Graphics,Windows,1.53 kg,CHF 1069.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-slim-7i-aura-edition-1530-intel-core-ultra-7-256v-16-go-1000-go-ch-ordinateur-portable-49565159
Lenovo,Lenovo IdeaPad Slim 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core 7 240H,32 Go,1000 Go,,Windows,1.47 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-5-14-intel-core-7-240h-32-go-1000-go-ch-ordinateur-portable-54974438
Lenovo,Lenovo Yoga 7,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i5-1240P,16 Go,512 Go,Iris Xe Graphics,Windows,1.98 kg,CHF 970.72,https://www.digitec.ch/fr/s1/product/lenovo-yoga-7-16-intel-core-i5-1240p-16-go-512-go-ch-ordinateur-portable-20922911?shid=1841359
Acer,Acer Aspire Spin 14,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,1000 Go,Intel GMA,Windows,1.50 kg,CHF 1309.–,https://www.digitec.ch/fr/s1/product/acer-aspire-spin-14-14-intel-core-ultra-7-155u-32-go-1000-go-ch-ordinateur-portable-51149895
Acer,Acer Swift 14 AI,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.26 kg,CHF 1323.–,https://www.digitec.ch/fr/s1/product/acer-swift-14-ai-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-52859205
Acer,Acer Swift Edge 16,Ordinateur portable,"16"" 3200 x 2000 pixels",AMD Ryzen 7 8840U,32 Go,1000 Go,AMD Radeon,Windows,1.23 kg,CHF 1164.93,https://www.digitec.ch/fr/s1/product/acer-swift-edge-16-16-amd-ryzen-7-8840u-32-go-1000-go-ch-ordinateur-portable-46486221?shid=1926486
Lenovo,Lenovo IdeaPad 5 2-en-1,Ordinateur portable,"14"" 1920 x 1200 pixels",Snapdragon X Plus X1P-42-100,16 Go,1000 Go,Qualcomm Adreno,Windows,1.49 kg,CHF 949.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-en-1-14-snapdragon-x-plus-x1p-42-100-16-go-1000-go-ch-ordinateur-portable-53990624
Lenovo,Lenovo Yoga Slim 7,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen AI 5 340,16 Go,1000 Go,AMD Radeon,Windows,1.19 kg,CHF 949.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-slim-7-14-amd-ryzen-ai-5-340-16-go-1000-go-ch-ordinateur-portable-56685841
Acer,Acer Aspire Spin 14,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core 7 150U,16 Go,1000 Go,,Windows,1.50 kg,CHF 1029.–,https://www.digitec.ch/fr/s1/product/acer-aspire-spin-14-14-intel-core-7-150u-16-go-1000-go-ch-ordinateur-portable-49654654
Lenovo,Lenovo Yoga Pro 7,Ordinateur portable,"14.50"" 2560 x 1600 pixels",Intel Core i7-13700H,32 Go,1000 Go,Intel Iris Graphics,Windows,1.49 kg,CHF 908.66,https://www.digitec.ch/fr/s1/product/lenovo-yoga-pro-7-1450-intel-core-i7-13700h-32-go-1000-go-ch-ordinateur-portable-36343351?shid=1924417
Lenovo,Lenovo IdeaPad Slim 5,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen AI 5 340,16 Go,1000 Go,AMD Radeon,Windows,1.47 kg,CHF 879.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-5-14-amd-ryzen-ai-5-340-16-go-1000-go-ch-ordinateur-portable-55802407
Acer,Acer Aspire 3,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i7-1255U,32 Go,1000 Go,Iris Xe Graphics,Windows,2.23 kg,CHF 969.–,https://www.digitec.ch/fr/s1/product/acer-aspire-3-1730-intel-core-i7-1255u-32-go-1000-go-ch-ordinateur-portable-49906304
Acer,Acer Swift Go 16 OLED,Ordinateur portable,"16"" 3200 x 2000 pixels",Intel Core Ultra 7 155H,16 Go,1000 Go,Intel Arc Graphics,Windows,1.60 kg,CHF 953.–,https://www.digitec.ch/fr/s1/product/acer-swift-go-16-oled-16-intel-core-ultra-7-155h-16-go-1000-go-ch-ordinateur-portable-46486224
Lenovo,Lenovo IdeaPad Slim 3,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core 7 240H,24 Go,1000 Go,,Windows,1.39 kg,CHF 849.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-3-14-intel-core-7-240h-24-go-1000-go-ch-ordinateur-portable-55802395
Lenovo,Lenovo IdeaPad Slim 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core 5 210H,16 Go,512 Go,,Windows,1.47 kg,CHF 849.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-5-14-intel-core-5-210h-16-go-512-go-ch-ordinateur-portable-54994903
Lenovo,Lenovo ThinkPad X12 Gen 2,Ordinateur portable,"12.30"" 1920 x 1280 pixels",Intel Core Ultra 7 164U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.10 kg,CHF 2092.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x12-gen-2-1230-intel-core-ultra-7-164u-32-go-1000-go-ch-ordinateur-portable-45414328
Lenovo,Lenovo ThinkPad T14 Gen 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,16 Go,256 Go,Intel UHD Graphics,Windows,1.38 kg,CHF 1323.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t14-gen-5-14-intel-core-ultra-5-125u-16-go-256-go-ch-ordinateur-portable-46144659
Lenovo,Lenovo Legion Slim 5,Ordinateur portable,"16"" 2560 x 1600 pixels",AMD Ryzen 7 7435HS,16 Go,1000 Go,AMD,Sans système d'exploitation,2.30 kg,CHF 1329.–,https://www.digitec.ch/fr/s1/product/lenovo-legion-slim-5-16-amd-ryzen-7-7435hs-16-go-1000-go-de-ordinateur-portable-46766247
Lenovo,Lenovo ThinkPad P1 Gen 7,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 185H,64 Go,2000 Go,Intel Arc Graphics,Windows,1.82 kg,CHF 3440.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p1-gen-7-16-intel-core-ultra-9-185h-64-go-2000-go-ch-ordinateur-portable-46143255
